"TripSetNo","TripSetPredNo","Date","Quarter","Year","Lat","Lon","SST","PredSpp","Length","Fullness","Family","PropW"
821,821176,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",729,50,"Argonautidae",0.742316788
821,821176,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",729,50,"Hemiramphidae",0.257683212
821,821177,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",772,60,"Argonautidae",0.994035785
821,821177,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",772,60,"Ommastrephidae",0.00596
821,821178,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",695,70,"Ommastrephidae",1
821,821179,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",819,70,"Argonautidae",1
821,821180,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",744,25,"Argonautidae",0.608300912
821,821180,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",744,25,"Ommastrephidae",0.391699088
821,821181,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",691,40,"Argonautidae",0.777777764
821,821181,"3/19/2004",1,2004,14.63,-97.73,28.94444,"Thunnus albacares",691,40,"Hemiramphidae",0.222222236
922,922182,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",805,20,"Ostraciidae",1
922,922183,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",660,50,"Ostraciidae",1
922,922184,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",691,50,"Ostraciidae",1
922,922185,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",743,80,"Ostraciidae",1
922,922186,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",782,100,"Exocoetidae",0.0385
922,922186,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",782,100,"Ostraciidae",0.961514874
922,922187,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",651,30,"Ostraciidae",1
922,922188,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",719,100,"Ostraciidae",1
922,922189,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",920,1,"Ostraciidae",1
922,922190,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",1074,100,"Ostraciidae",1
922,922191,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",651,20,"Ostraciidae",1
922,922192,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",797,2,"Ostraciidae",1
922,922193,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",643,100,"Ostraciidae",1
922,922194,"5/31/2004",2,2004,14.73,-121.12,26.61111,"Thunnus albacares",609,100,"Ostraciidae",1
1023,1023195,"6/17/2004",2,2004,5.35,-122.07,27.4,"Thunnus albacares",642,100,"Scombridae",1
1124,1124196,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",801,5,"Exocoetidae",0.924623114
1124,1124196,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",801,5,"GastropodaC",0.0754
1124,1124197,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",786,5,"Hemiramphidae",1
1124,1124198,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",691,5,"GastropodaC",0.225563922
1124,1124198,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",691,5,"Hemiramphidae",0.774436078
1124,1124199,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",669,50,"Exocoetidae",0.528846154
1124,1124199,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",669,50,"Hemiramphidae",0.471153846
1124,1124200,"6/13/2004",2,2004,16.25,-106.27,29.44444,"Thunnus albacares",777,10,"Exocoetidae",1
1125,1125201,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",488,5,"Galatheidae",1
1125,1125202,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",653,50,"Galatheidae",1
1125,1125203,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",536,100,"Galatheidae",1
1125,1125204,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",609,30,"Galatheidae",1
1125,1125205,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",526,1,"Galatheidae",1
1125,1125206,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",628,80,"Galatheidae",1
1125,1125207,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",526,60,"Galatheidae",1
1125,1125208,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",492,1,"Galatheidae",1
1125,1125209,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",778,1,"Galatheidae",1
1125,1125210,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",462,90,"Galatheidae",1
1125,1125211,"6/23/2004",2,2004,21.12,-114.6,23.22222,"Thunnus albacares",486,80,"Galatheidae",1
1126,1126212,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",708,100,"Galatheidae",1
1126,1126213,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",600,100,"Galatheidae",1
1126,1126214,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",651,100,"Galatheidae",1
1126,1126215,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",548,100,"Galatheidae",1
1126,1126216,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",618,100,"Galatheidae",1
1126,1126217,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",653,50,"Galatheidae",1
1126,1126218,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",606,5,"Galatheidae",1
1126,1126219,"7/02/2004",3,2004,17.7,-114.25,26.61111,"Thunnus albacares",590,30,"Galatheidae",1
1227,1227220,"7/14/2004",3,2004,7.17,-111.95,27.77778,"Thunnus albacares",546,100,"Phosichthyidae",1
1328,1328221,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",590,70,"Galatheidae",0.851664683
1328,1328221,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",590,70,"Ostraciidae",0.148335317
1328,1328222,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",510,5,"Galatheidae",1
1328,1328223,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",540,30,"Galatheidae",1
1328,1328224,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",500,30,"Galatheidae",1
1328,1328225,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",490,5,"Galatheidae",1
1328,1328226,"7/13/2004",3,2004,18.08,-119.6,24.94444,"Thunnus albacares",520,40,"Galatheidae",1
1329,1329227,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",1200,25,"Ostraciidae",1
1329,1329228,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",895,15,"Ostraciidae",1
1329,1329229,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",1114,10,"Scombridae",1
1329,1329230,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",899,1,"Ostraciidae",1
1329,1329231,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",886,30,"Ostraciidae",1
1329,1329232,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",1061,40,"Ostraciidae",1
1329,1329233,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",711,20,"Ostraciidae",1
1329,1329234,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",659,2,"Ostraciidae",1
1329,1329235,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",718,5,"Galatheidae",1
1329,1329236,"8/16/2004",3,2004,18.15,-116.95,28.16667,"Thunnus albacares",695,5,"Ostraciidae",1
1330,1330237,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",814,5,"Galatheidae",1
1330,1330238,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",706,10,"Galatheidae",1
1330,1330239,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",769,5,"Galatheidae",1
1330,1330240,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",715,10,"Galatheidae",1
1330,1330241,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",855,15,"Galatheidae",1
1330,1330242,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",881,1,"Carangidae",1
1330,1330243,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",877,90,"Scombridae",1
1330,1330244,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",568,10,"Exocoetidae",1
1330,1330245,"8/29/2004",3,2004,10.43,-112.8,28.22222,"Thunnus albacares",1069,20,"Tetraodontidae",1
1431,1431246,"7/24/2004",3,2004,5.62,-112.55,27.8,"Thunnus albacares",529,100,"Hemiramphidae",0.131961863
1431,1431246,"7/24/2004",3,2004,5.62,-112.55,27.8,"Thunnus albacares",529,100,"Scombridae",0.868038137
1431,1431247,"7/24/2004",3,2004,5.62,-112.55,27.8,"Thunnus albacares",578,75,"Exocoetidae",1
1431,1431248,"7/24/2004",3,2004,5.62,-112.55,27.8,"Thunnus albacares",474,100,"Scombridae",1
1532,1532249,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",871,50,"Galatheidae",1
1532,1532250,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",763,50,"Galatheidae",1
1532,1532251,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",825,100,"Galatheidae",0.985754986
1532,1532251,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",825,100,"Hemiramphidae",0.0142
1532,1532252,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",900,30,"Galatheidae",1
1532,1532253,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",863,100,"Galatheidae",0.997713573
1532,1532253,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",863,100,"Hemiramphidae",0.00229
1532,1532254,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",1025,100,"Galatheidae",0.879757307
1532,1532254,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",1025,100,"Hemiramphidae",0.120242693
1532,1532255,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",796,100,"Galatheidae",1
1532,1532256,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",881,30,"Galatheidae",1
1532,1532257,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",823,80,"Galatheidae",1
1532,1532258,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",901,30,"Galatheidae",1
1532,1532259,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",876,100,"Galatheidae",1
1532,1532260,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",776,30,"Galatheidae",1
1532,1532261,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",850,50,"Galatheidae",1
1532,1532262,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",872,40,"Galatheidae",1
1532,1532263,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",858,100,"Galatheidae",0.943589745
1532,1532263,"8/04/2004",3,2004,11.65,-107.35,28.77778,"Thunnus albacares",858,100,"Hemiramphidae",0.0564
1533,1533264,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",1243,10,"Phosichthyidae",1
1533,1533265,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",590,10,"Phosichthyidae",1
1533,1533266,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",851,30,"Phosichthyidae",1
1533,1533267,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",915,20,"Phosichthyidae",1
1533,1533268,"8/06/2004",3,2004,8.85,-106.93,28.22222,"Thunnus albacares",497,20,"Phosichthyidae",1
1634,1634269,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",1293,100,"Galatheidae",0.0322
1634,1634269,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",1293,100,"Ostraciidae",0.9677538
1634,1634270,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",790,10,"Galatheidae",1
1634,1634271,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",819,20,"Ostraciidae",1
1634,1634272,"7/21/2004",3,2004,19.02,-115.68,26.94444,"Thunnus albacares",576,30,"Galatheidae",1
1635,1635273,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",649,10,"Galatheidae",1
1635,1635274,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",661,10,"Galatheidae",1
1635,1635275,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",567,20,"Galatheidae",1
1635,1635276,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",658,60,"Galatheidae",0.90075459
1635,1635276,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",658,60,"Ostraciidae",0.0992
1635,1635277,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",570,20,"Galatheidae",1
1635,1635278,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",625,60,"Galatheidae",1
1635,1635279,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",634,10,"Galatheidae",1
1635,1635280,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",631,15,"Galatheidae",1
1635,1635281,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",750,20,"Galatheidae",0.646662915
1635,1635281,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",750,20,"Ostraciidae",0.353337085
1635,1635282,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",655,40,"Balistidae",0.0863
1635,1635282,"8/12/2004",3,2004,17.72,-116.48,27.61111,"Thunnus albacares",655,40,"Galatheidae",0.913690476
1636,1636283,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",590,20,"Ostraciidae",1
1636,1636284,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",647,25,"Ostraciidae",1
1636,1636285,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",690,60,"Ostraciidae",1
1636,1636286,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",622,40,"Galatheidae",0.205823954
1636,1636286,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",622,40,"Ommastrephidae",0.130046331
1636,1636286,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",622,40,"Ostraciidae",0.664129715
1636,1636287,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",555,10,"Galatheidae",0.548800011
1636,1636287,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",555,10,"Ostraciidae",0.451199989
1636,1636288,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",670,30,"Ostraciidae",1
1636,1636289,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",666,80,"Galatheidae",0.36372598
1636,1636289,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",666,80,"Ostraciidae",0.63627402
1636,1636290,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",627,25,"Ostraciidae",1
1636,1636291,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",582,20,"Ostraciidae",1
1636,1636292,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",621,40,"Galatheidae",0.0526
1636,1636292,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",621,40,"Ostraciidae",0.947417843
1636,1636293,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",534,50,"Galatheidae",0.731589811
1636,1636293,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",534,50,"Ostraciidae",0.268410189
1636,1636294,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",633,30,"Ostraciidae",1
1636,1636295,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",615,40,"Galatheidae",0.02464
1636,1636295,"8/14/2004",3,2004,18.05,-117.25,27.22222,"Thunnus albacares",615,40,"Ostraciidae",0.97536
1737,1737296,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",645,10,"Tetraodontidae",1
1737,1737297,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",777,70,"Tetraodontidae",1
1737,1737298,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",617,80,"Coryphaenidae",0.820583464
1737,1737298,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",617,80,"Tetraodontidae",0.179416536
1737,1737299,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",696,80,"Coryphaenidae",0.913781948
1737,1737299,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",696,80,"Tetraodontidae",0.0862
1737,1737300,"10/09/2004",4,2004,10.88,-119.32,28.33333,"Thunnus albacares",669,60,"Coryphaenidae",1
1838,1838301,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",543,15,"Phosichthyidae",1
1838,1838302,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",572,5,"Nomeidae",1
1838,1838303,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",708,10,"Phosichthyidae",1
1838,1838304,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",565,20,"Phosichthyidae",1
1838,1838305,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",698,30,"Phosichthyidae",1
1838,1838306,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",1135,30,"Nomeidae",1
1838,1838307,"9/15/2004",3,2004,11.18,-122.52,28.33333,"Thunnus albacares",827,10,"Phosichthyidae",1
1939,1939308,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",1157,10,"Squillidae",1
1939,1939309,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",1247,50,"Hemisquillidae",1
1939,1939310,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",872,10,"Engraulidae",0.632911399
1939,1939310,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",872,10,"Loliginidae",0.367088601
1939,1939311,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",829,10,"GastropodaC",1
1939,1939312,"8/24/2004",3,2004,10.3,-109.15,28.33333,"Thunnus albacares",669,10,"Portunidae",1
1940,1940313,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1273,100,"Phosichthyidae",0.999760249
1940,1940313,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1273,100,"Tetraodontidae",0.00024
1940,1940314,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1185,10,"Ostraciidae",1
1940,1940315,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1231,70,"Phosichthyidae",1
1940,1940316,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",1093,80,"Phosichthyidae",1
1940,1940317,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",934,100,"Phosichthyidae",1
1940,1940318,"9/25/2004",3,2004,9.37,-116.25,28.11111,"Thunnus albacares",589,90,"Phosichthyidae",1
1941,1941319,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",928,20,"Galatheidae",1
1941,1941320,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",938,90,"Galatheidae",1
1941,1941321,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",906,80,"Galatheidae",1
1941,1941322,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",885,50,"Galatheidae",1
1941,1941323,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",823,50,"Galatheidae",1
1941,1941324,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",886,40,"Galatheidae",1
1941,1941325,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",920,40,"Galatheidae",1
1941,1941326,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",797,20,"Galatheidae",1
1941,1941327,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",955,80,"Galatheidae",1
1941,1941328,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",951,20,"Galatheidae",1
1941,1941329,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",866,40,"Galatheidae",1
1941,1941330,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",898,90,"Galatheidae",0.00268
1941,1941330,"9/27/2004",3,2004,11.67,-113,28.38889,"Thunnus albacares",898,90,"Scombridae",0.99731846
1942,1942331,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1032,30,"Galatheidae",1
1942,1942332,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1113,30,"Galatheidae",0.997239857
1942,1942332,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1113,30,"Ostraciidae",0.00276
1942,1942333,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",972,40,"Galatheidae",1
1942,1942334,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",921,30,"Galatheidae",1
1942,1942335,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",922,30,"Galatheidae",0.973060611
1942,1942335,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",922,30,"Ostraciidae",0.0269
1942,1942336,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",852,40,"Galatheidae",0.863697701
1942,1942336,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",852,40,"Ostraciidae",0.136302299
1942,1942337,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",947,100,"Galatheidae",0.0628
1942,1942337,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",947,100,"Tetraodontidae",0.937246333
1942,1942338,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",924,10,"Galatheidae",1
1942,1942339,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",962,20,"Galatheidae",1
1942,1942340,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",930,40,"Galatheidae",1
1942,1942341,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",901,30,"Galatheidae",1
1942,1942342,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",942,25,"Galatheidae",1
1942,1942343,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",957,20,"Galatheidae",1
1942,1942344,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",994,60,"Galatheidae",0.929963387
1942,1942344,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",994,60,"Ostraciidae",0.07
1942,1942345,"10/05/2004",4,2004,10.95,-110.73,27.66667,"Thunnus albacares",1004,20,"Galatheidae",1
2043,2043346,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",596,5,"Exocoetidae",1
2043,2043347,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",694,1,"Phosichthyidae",1
2043,2043348,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",730,80,"Exocoetidae",0.260005983
2043,2043348,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",730,80,"Scombridae",0.739994017
2043,2043349,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",657,80,"Hemiramphidae",1
2043,2043350,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",600,5,"Argonautidae",1
2043,2043351,"1/23/2005",1,2005,9.72,-104.38,27.77778,"Thunnus albacares",619,10,"Hemiramphidae",1
2044,2044352,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",894,5,"Nomeidae",1
2044,2044353,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",820,5,"Nomeidae",1
2044,2044354,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",894,5,"Nomeidae",1
2044,2044355,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1035,20,"Nomeidae",1
2044,2044356,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",879,20,"Nomeidae",1
2044,2044357,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",836,20,"Nomeidae",1
2044,2044358,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",934,10,"Galatheidae",0.095
2044,2044358,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",934,10,"Nomeidae",0.905013191
2044,2044359,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1121,5,"Galatheidae",0.0529
2044,2044359,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1121,5,"Nomeidae",0.947075211
2044,2044360,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",872,30,"Nomeidae",1
2044,2044361,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",910,10,"Nomeidae",1
2044,2044362,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",931,20,"Nomeidae",1
2044,2044363,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",820,30,"Nomeidae",0.937323723
2044,2044363,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",820,30,"Scombridae",0.0627
2044,2044364,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",895,40,"Nomeidae",1
2044,2044365,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",854,20,"Galatheidae",0.0295
2044,2044365,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",854,20,"Nomeidae",0.970481383
2044,2044366,"2/16/2005",1,2005,22.82,-111.45,21.88889,"Thunnus albacares",1094,20,"Nomeidae",1
2145,2145367,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1113,70,"Ommastrephidae",1
2145,2145368,"2/07/2005",1,2005,9.03,-95.52,26.83333,"Thunnus albacares",1132,100,"Ommastrephidae",1
